Arc_Length,0-3m_mean,0-3m_std,0-3m_N,0-3m_p1,0-3m_p5,0-3m_p25,0-3m_p50,0-3m_p75,0-3m_p95,0-3m_p99,4-9m_mean,4-9m_std,4-9m_N,4-9m_p1,4-9m_p5,4-9m_p25,4-9m_p50,4-9m_p75,4-9m_p95,4-9m_p99,10-60m_mean,10-60m_std,10-60m_N,10-60m_p1,10-60m_p5,10-60m_p25,10-60m_p50,10-60m_p75,10-60m_p95,10-60m_p99
-38.2653,0.18259367999999995,0.03265943475184468,25,0.12704236,0.1351398,0.158622,0.188188,0.203959,0.2199852,0.24918243999999995,0.2387492767857143,0.03541384018428918,112,0.15419599,0.17375695,0.21826625,0.2389665,0.26293500000000003,0.28964889999999993,0.32402812,0.23940821641791038,0.050573443654664894,268,0.11761699,0.14854465,0.20508775,0.240334,0.27294675,0.31291389999999997,0.3668431599999998
-37.2653,0.18160532,0.030395432441569243,25,0.1276118,0.1336688,0.16451,0.188183,0.202629,0.21721599999999996,0.23971415999999995,0.23753769642857142,0.03142121913549931,112,0.16114384999999998,0.17868825,0.22014475,0.23891,0.25861325,0.28696585,0.29590226999999997,0.24217735820895517,0.04872250501990099,268,0.12342565999999999,0.1618467,0.2090335,0.244672,0.27530125,0.31914309999999996,0.35321750999999996
-36.2653,0.18272692,0.030149808755501807,25,0.1246602,0.1276632,0.161064,0.186932,0.205551,0.21796939999999998,0.23826555999999996,0.23854845535714284,0.029129593843606617,112,0.16904434999999998,0.18475605,0.22105450000000001,0.2401435,0.25585025,0.28396784999999997,0.29628661,0.24615768656716422,0.04591365337139795,268,0.12302025,0.1705997,0.21528225,0.247012,0.276601,0.3218058999999999,0.33792304999999995
-35.2653,0.18557507999999998,0.03135410707004746,25,0.12339336,0.1280494,0.162302,0.186864,0.208626,0.2274038,0.24453659999999997,0.24202680357142858,0.027151041684208815,112,0.18348936000000002,0.19243015,0.2245135,0.24559750000000002,0.25921225,0.2878617,0.30007382000000005,0.2520146567164177,0.042824977411479156,268,0.13859041,0.17969535,0.225786,0.254309,0.2792815,0.31972255,0.33827542
-34.2653,0.18975532,0.03176459857913104,25,0.12481592,0.13191540000000002,0.166422,0.190708,0.21037,0.23928039999999992,0.25127128,0.24709298214285708,0.02567428457663817,112,0.19330703999999999,0.204341,0.22858650000000003,0.246141,0.26561999999999997,0.2917639,0.29991133,0.2592181231343285,0.039776628827866686,268,0.15857722,0.19479505,0.236813,0.2603135,0.28399825,0.3187175999999999,0.34143641
-33.2653,0.19475875999999995,0.031866438498939074,25,0.12799848,0.1370372,0.174578,0.196313,0.212083,0.24949339999999992,0.25644596,0.25266772321428577,0.024816782770997525,112,0.19908984000000002,0.21353155,0.23494175,0.25081200000000003,0.27057275,0.2920839,0.30308588000000003,0.2671367313432836,0.036916860689947095,268,0.18017599,0.20470750000000001,0.2455545,0.268771,0.2906895,0.32282235,0.34404303999999997
-32.2653,0.20043615999999992,0.03170853640278382,25,0.13198968,0.1424002,0.184695,0.207361,0.216546,0.25048039999999994,0.26394271999999996,0.25813376785714287,0.024722095778743597,112,0.20565458,0.21939635000000002,0.239577,0.25866849999999997,0.27824825,0.2960147,0.30322999,0.27506394776119397,0.0344337769172041,268,0.19708827,0.22099565,0.25473274999999995,0.276507,0.297056,0.33055205,0.34800436
-31.2653,0.20662715999999995,0.031207075658254174,25,0.13900672,0.1496698,0.191149,0.211767,0.225846,0.25184259999999997,0.26840943999999994,0.263676375,0.02493705571534057,112,0.21093638,0.22793385,0.24381575,0.26276900000000003,0.28359749999999995,0.3019525,0.3094847,0.28287046641791036,0.03240287954586809,268,0.20316542,0.23029875,0.263166,0.2833675,0.30401225,0.3307288,0.35231733000000004
-30.2653,0.213112,0.030719773104359558,25,0.14761772,0.157447,0.199399,0.216178,0.233111,0.253444,0.27027031999999995,0.2693792857142857,0.024920213547459127,112,0.21528370000000002,0.2345462,0.24653724999999999,0.266641,0.289809,0.30706274999999994,0.31564883,0.2902245858208956,0.03092566150189331,268,0.21729065,0.2424357,0.27232575,0.2900605,0.30940075,0.33637209999999995,0.3638705899999999
-29.2653,0.2193046,0.030395809058706327,25,0.15672852,0.164971,0.205955,0.219756,0.244211,0.25731380000000004,0.2705722,0.2743055714285715,0.024447478683062924,112,0.2229982,0.23775885000000002,0.25443950000000004,0.27265300000000003,0.29552775,0.31317515,0.31873306,0.29646618283582077,0.029899785001546924,268,0.22029274000000001,0.25252525000000003,0.27725275,0.2968525,0.313053,0.34396614999999997,0.3703511399999999
-28.2653,0.22449200000000002,0.030435006123705644,25,0.16368804,0.1672138,0.212427,0.226474,0.247848,0.2663624,0.27075967999999995,0.2781921875000001,0.023557917664646353,112,0.2291049,0.23926095,0.2623,0.277444,0.29810525,0.31673904999999997,0.32311025,0.30138481716417914,0.029010185459802537,268,0.22069249000000002,0.2590449,0.283117,0.30176899999999995,0.318023,0.3458765,0.3780602899999999
-27.2653,0.22841559999999997,0.030623187847065608,25,0.1670568,0.17080220000000002,0.215247,0.229505,0.249896,0.269642,0.2747368,0.28097799999999995,0.02259280376221238,112,0.23167357,0.2423724,0.265734,0.28297399999999995,0.29821025,0.3173378,0.32510935,0.30519002611940305,0.028074599813438277,268,0.22833198999999998,0.26669550000000003,0.2890955,0.3047785,0.32145175,0.34846150000000004,0.3785491999999999
-26.2653,0.23158076000000005,0.030910218488767325,25,0.16734432,0.1757882,0.21836,0.234715,0.251194,0.2697794,0.28194199999999997,0.2832202500000001,0.0218551717727456,112,0.23600398,0.24612095,0.268737,0.2835895,0.29920325,0.31864505,0.3280862,0.3088669813432838,0.027286084157589954,268,0.22900033,0.27103605,0.29189275,0.308951,0.3252745,0.35203480000000004,0.3759808199999999
-25.2653,0.23446663999999998,0.031303311913278446,25,0.16805268,0.17906260000000002,0.222511,0.240132,0.251717,0.27082419999999996,0.28867767999999994,0.2850950089285714,0.02155901180460066,112,0.23929143,0.24871095,0.27117199999999997,0.284856,0.30001425,0.32150975,0.33174508,0.312566317164179,0.026550982526664428,268,0.24253168,0.2736176,0.297316,0.31204149999999997,0.32805625000000005,0.35725724999999997,0.3752134299999999
-24.2653,0.23687704000000004,0.03151626860379678,25,0.16835228000000002,0.1788516,0.227342,0.243144,0.250802,0.272214,0.29415595999999994,0.2866489553571428,0.021559677800325423,112,0.24050391000000002,0.2503517,0.27349825,0.286669,0.299774,0.32409915,0.33256605,0.3160164962686567,0.025823408433576826,268,0.2505585,0.2766228,0.29984875,0.3145555,0.331157,0.3609004,0.37573413
-23.2653,0.23898272,0.03133272573327553,25,0.17021532,0.1785,0.231521,0.245072,0.252132,0.27448839999999997,0.29822955999999995,0.28813407142857145,0.02167660847517072,112,0.23695609,0.25176329999999997,0.27369699999999997,0.28731799999999996,0.3019185,0.3224733,0.33243933999999997,0.3191590335820896,0.025314103398679122,268,0.26315846,0.2796101,0.30218575000000003,0.31718,0.335663,0.3636215,0.37706357999999995
-22.2653,0.24051932,0.030919226477657342,25,0.17248588,0.1792154,0.234224,0.245438,0.25738,0.2768794,0.300125,0.2893595625,0.021823899249366716,112,0.23589607999999998,0.25482665,0.27373325000000004,0.28798599999999996,0.3047845,0.3259738,0.33396701,0.32182014552238825,0.025410071280878833,268,0.2701208,0.2814197,0.30459375,0.319357,0.33931975000000003,0.36563975,0.3819842799999999
-21.2653,0.24222088,0.03056738138293825,25,0.17547632000000002,0.1808736,0.232712,0.245851,0.257455,0.2806274,0.29977743999999995,0.2910050982142856,0.02199245482324402,112,0.23329404,0.2583119,0.27656625,0.29018600000000006,0.30522125,0.32829685,0.33846558,0.32472386567164174,0.02620395001724421,268,0.27212293,0.2837786,0.30723625,0.3217695,0.34125825,0.372989,0.38348151999999996
-20.2653,0.24413384000000002,0.030361628628473362,25,0.17841608,0.1828782,0.232672,0.245462,0.256402,0.2883112,0.29827788,0.29307428571428573,0.022060467702861228,112,0.23420297,0.26313785,0.27876275,0.292024,0.30757999999999996,0.32915384999999997,0.34095642,0.3279880111940298,0.02738078582182856,268,0.27639092,0.28462155,0.30893225,0.3252525,0.34552774999999997,0.3765514,0.39201587
-19.2653,0.24651196000000006,0.030105184909856753,25,0.18174244,0.1855256,0.235891,0.245316,0.263914,0.2944104,0.29712876,0.2957673839285713,0.02200873463674662,112,0.23727274999999998,0.2679105,0.280132,0.2937135,0.31069,0.32983739999999995,0.33961332,0.3319278246268654,0.028428229291709548,268,0.28096265,0.2905229,0.3108855,0.32794650000000003,0.35178925,0.38133785,0.4014316
-18.2653,0.24975952000000004,0.03000638868102369,25,0.18563924,0.18836920000000001,0.23946,0.247817,0.269443,0.2941666,0.30188032,0.29936782142857127,0.021842700693582896,112,0.24332771,0.2703898,0.28348,0.296889,0.3136755,0.336265,0.3461171,0.33681401119402976,0.029247680757181954,268,0.28141504,0.29355475000000003,0.3145085,0.3324965,0.35731324999999997,0.38650645,0.40946714
-17.2653,0.25388247999999997,0.03013809186632978,25,0.19026292,0.19285780000000002,0.24642,0.250634,0.279468,0.29731379999999996,0.30741736,0.3041194732142857,0.02165746560874265,112,0.25168321,0.2746764,0.289473,0.303132,0.318351,0.34100254999999996,0.35500937,0.3426177574626864,0.029913188407352437,268,0.28716621999999997,0.3004328,0.3193975,0.3366625,0.36412725,0.3945007,0.41661512
-16.2653,0.25921824,0.030526758886371592,25,0.19545,0.199416,0.251102,0.255539,0.28322,0.30387659999999994,0.31276444,0.31012333928571423,0.02165841053227935,112,0.26034384,0.2783487,0.29696049999999996,0.310999,0.323847,0.34511814999999996,0.36329201,0.34921212686567193,0.0303679660779938,268,0.29621453999999997,0.3067003,0.32583625,0.343985,0.36955525,0.40453035,0.4212345699999999
-15.2653,0.26487076000000004,0.030838475966558396,25,0.20103327999999998,0.2057274,0.250469,0.262771,0.286023,0.3097548,0.31682572,0.31669211607142855,0.021837758578736113,112,0.26962136,0.28231345,0.301701,0.31710150000000004,0.33126425000000004,0.35256655,0.3724592,0.3558873097014926,0.03074426151840316,268,0.30095967,0.3145203,0.33306800000000003,0.3514835,0.37621175,0.41381124999999996,0.43046221999999984
-14.2653,0.27063132,0.030600203972250467,25,0.20689236000000003,0.2121092,0.256355,0.270588,0.291352,0.3141898,0.3197194,0.3235354285714284,0.022274091502980323,112,0.27935215,0.29085900000000003,0.30693,0.322734,0.33732625,0.36024415,0.37927150000000004,0.36251724999999996,0.031272862930799554,268,0.30464025,0.31901445,0.3407375,0.3560215,0.38245250000000003,0.41778919999999997,0.4359671499999999
-13.2653,0.27618500000000007,0.030355577592923514,25,0.21186452,0.2176754,0.264425,0.278084,0.299134,0.3145076,0.32176227999999996,0.3303339107142857,0.022979352113179908,112,0.2854962,0.29652595000000004,0.31440925,0.32903899999999997,0.34727275,0.3688209,0.38341396,0.3691052686567162,0.032014963228571794,268,0.31261121000000003,0.324737,0.34456200000000003,0.36438899999999996,0.38889625,0.42540954999999997,0.4469104099999999
-12.2653,0.28184548000000004,0.030298547864157893,25,0.21728628,0.2229686,0.270471,0.287258,0.309468,0.31567839999999997,0.32464928,0.3367529910714286,0.023915182088272605,112,0.28921885999999997,0.30372570000000004,0.31942375,0.33363750000000003,0.3509685,0.38139314999999996,0.39318040000000004,0.37596589925373114,0.032941188124780946,268,0.31789218,0.3284727,0.350401,0.371907,0.3961085,0.43510245000000003,0.45385633999999997
-11.2653,0.2876813200000001,0.03116120442248662,25,0.22173856,0.22727640000000002,0.276639,0.293586,0.312535,0.3235204,0.33004268,0.34290738392857134,0.025145479824931673,112,0.29483171,0.3076263,0.32359299999999996,0.34049450000000003,0.35814725,0.38889579999999996,0.40481082,0.38320691044776123,0.03422370139928769,268,0.32479277,0.33400115,0.35658625,0.3797725,0.40465825,0.44510285,0.4622179799999999
-10.2653,0.29393368000000003,0.03212313998210636,25,0.22675644,0.2336072,0.282026,0.299672,0.31628,0.3336552,0.3368938,0.34898054464285716,0.0264903409943698,112,0.2985378,0.31233065,0.3280245,0.346368,0.3647405,0.39726045,0.41148596,0.39086929850746266,0.0360086792600462,268,0.32665254,0.33698815000000004,0.3631725,0.3866075,0.41539,0.45510504999999984,0.47276944
-9.2653,0.30064844,0.0336597092296314,25,0.23225288,0.2401894,0.282743,0.308407,0.323648,0.3428594,0.34552156,0.354936044642857,0.027834842118049236,112,0.30236265,0.3135795,0.33231725,0.3534235,0.37381600000000004,0.40350864999999997,0.41924609999999995,0.398688865671642,0.038177920823740996,268,0.3238467,0.34504504999999996,0.370372,0.3943875,0.426358,0.4644181,0.48430864
-8.2653,0.30745376,0.03581351501444671,25,0.23677756,0.24281699999999998,0.284062,0.314336,0.333126,0.3515858,0.35626096,0.36055273214285727,0.028816570445698957,112,0.30382454000000003,0.3173009,0.33673175,0.36008300000000004,0.38225475,0.40511309999999995,0.42958906,0.40605633582089534,0.04014947913131645,268,0.32230217,0.34848985,0.377383,0.39975649999999996,0.434102,0.47354464999999996,0.4942350999999999
-7.2653,0.31371412,0.03805511831466739,25,0.24024956,0.2427248,0.288201,0.316479,0.34267,0.3596072,0.36844528,0.3652914017857144,0.029258769510824685,112,0.30886714,0.32187365,0.34251975,0.364724,0.3854455,0.41268445,0.43264174,0.41214038432835853,0.04138023511207241,268,0.32529904,0.35067015,0.38432775,0.4051045,0.440668,0.4847344,0.50254282
-6.2653,0.3191494800000001,0.039959813173278645,25,0.23994279999999998,0.2470562,0.295954,0.318786,0.351337,0.366532,0.37930907999999997,0.3692980535714283,0.02924202426005992,112,0.31637699,0.3221405,0.34629525,0.3710065,0.387921,0.41289939999999997,0.43232722,0.41637788432835815,0.04200918379499179,268,0.33032125,0.35198385,0.387677,0.4105225,0.4432575,0.49061414999999997,0.5121939099999997
-5.2653,0.32385672000000004,0.04080042014134168,25,0.24082612,0.251863,0.300121,0.32357,0.356602,0.37037580000000003,0.38691899999999996,0.37282608928571437,0.0291857235964403,112,0.31598482,0.32321655,0.34959475,0.3732775,0.38946274999999997,0.41895869999999996,0.437365,0.4193228656716416,0.042433009559557686,268,0.33510263,0.3519937,0.3913085,0.4127855,0.44951375,0.4931275,0.5219338499999997
-4.2653,0.32806019999999997,0.040899493867080236,25,0.24401332,0.2567858,0.30166,0.332696,0.359481,0.3741984,0.39243427999999997,0.37674967857142855,0.0293977964683248,112,0.3149296,0.3272297,0.355645,0.37706249999999997,0.395231,0.42394529999999997,0.43603271,0.4220810597014927,0.043007254694045746,268,0.33329269,0.35396605,0.39325525,0.4180045,0.4530535,0.49492875,0.5292256499999999
-3.2653,0.33293684000000007,0.04005410352539841,25,0.25118728,0.2628576,0.301309,0.341657,0.364498,0.3778952,0.39526755999999996,0.3820227053571427,0.029966031058197746,112,0.31828387,0.33197025,0.36309525,0.38124,0.40572375,0.43148515000000004,0.44267618,0.4260474813432835,0.043772741128452614,268,0.34160173,0.35581855,0.396081,0.42226149999999996,0.456096,0.5017794,0.53452833
-2.2653,0.34304939999999995,0.038602318527086774,25,0.26738476,0.2753548,0.318118,0.352212,0.373995,0.3870886,0.39940376,0.3934146964285715,0.030177776805689997,112,0.33369022000000004,0.3466465,0.37365875,0.390614,0.4143175,0.44460465,0.45989156000000003,0.43623730223880564,0.043795736325429976,268,0.35430307,0.3683938,0.40565925,0.4327355,0.463501,0.5121316499999999,0.54793397
-1.2653,0.35541212,0.037521706642422326,25,0.28741684,0.28949980000000003,0.335669,0.363693,0.384491,0.4034372,0.4071938,0.40639292857142845,0.030511385859936794,112,0.34772425,0.35934555,0.38418725,0.40326850000000003,0.42772075,0.45605945,0.47538203,0.44860099253731356,0.04406660335079558,268,0.367344,0.3844236,0.4170195,0.442813,0.47377024999999995,0.53005375,0.56706521
-0.2653,0.3714398,0.03712264077576737,25,0.30665040000000005,0.31017120000000004,0.346313,0.380729,0.399451,0.419033,0.42406948,0.4222110625,0.030438369008489258,112,0.36736279,0.37702759999999996,0.40003625,0.4183345,0.44579825,0.47582524999999987,0.49040647,0.4645129402985072,0.04422507708455689,268,0.38556914000000003,0.40322305,0.43224399999999996,0.45729949999999997,0.48968750000000005,0.5464287,0.5917581
0.7347,0.39062732000000006,0.037443671410889535,25,0.32665264,0.32994819999999997,0.359385,0.401031,0.41865,0.4356604,0.44629268,0.43976335714285725,0.030102917946875925,112,0.38675199,0.3971364,0.41934299999999997,0.43636600000000003,0.46383800000000003,0.49254784999999995,0.50665806,0.4825549328358206,0.044547996233612226,268,0.40420282,0.41940405000000003,0.450558,0.474761,0.5055815,0.5659174499999999,0.6095272799999999
1.7347,0.41147011999999994,0.03797068640556817,25,0.34855176,0.3504486,0.374493,0.423219,0.436195,0.4608366,0.46887764,0.45759015178571405,0.029825009938667553,112,0.40384136,0.4137739,0.43680925,0.4553045,0.47811925,0.5098415,0.52927177,0.5008818432835823,0.04511728799363324,268,0.42107718,0.43407779999999996,0.46877025,0.493128,0.5269365,0.5850124999999999,0.6253932099999999
2.7347,0.4308016,0.038089504630540935,25,0.36884036000000003,0.37070440000000004,0.395566,0.440436,0.45579,0.4861612,0.48843648,0.47339659821428565,0.029785288183437928,112,0.41880816,0.4296163,0.4504615,0.471533,0.49111875,0.52220225,0.54471753,0.5168708992537315,0.04565771980778269,268,0.43358503000000004,0.4512646,0.48492975,0.5095345,0.543998,0.6009688,0.6359184299999999
3.7347,0.4512901199999999,0.0377950114249222,25,0.38924960000000003,0.393888,0.415173,0.460212,0.482738,0.5009388,0.51339364,0.48955127678571414,0.03032920618696949,112,0.43318509,0.4449798,0.46826075,0.4882405,0.511761,0.5391930500000001,0.55483301,0.5329782462686568,0.046427042935280785,268,0.44913293,0.46516359999999995,0.4984895,0.5267155,0.56289125,0.6163157,0.6503846999999998
4.7347,0.46203587999999995,0.03654325448278154,25,0.40163124,0.40662699999999996,0.425921,0.468998,0.491783,0.505126,0.5257088799999999,0.4976548214285715,0.030615879279810552,112,0.4390718,0.449251,0.47457425,0.497175,0.52032375,0.54884225,0.55997064,0.5405818619402987,0.04635563313258908,268,0.45795167,0.47324890000000003,0.505935,0.537569,0.5706884999999999,0.6207638,0.6526319699999997
5.7347,0.46678492000000005,0.035331525721749794,25,0.40871276,0.41133159999999996,0.438277,0.47311,0.495099,0.506314,0.5290868,0.5010366339285713,0.031055284808264798,112,0.43918563,0.4493771,0.4766135,0.5004905,0.523849,0.55066125,0.56249437,0.543338776119403,0.046028272924194605,268,0.45934818000000005,0.47375355,0.5099495,0.5426465,0.573229,0.6223579499999999,0.6486506799999999
6.7347,0.4650883199999999,0.035162437941312706,25,0.40458204,0.40787840000000003,0.441628,0.474128,0.491769,0.506232,0.52382712,0.4993748660714287,0.031525582201508404,112,0.43514435,0.4456958,0.47844275,0.49944299999999997,0.5214037499999999,0.5502049,0.55784882,0.5412270858208957,0.045519029088803765,268,0.45550738,0.4687584,0.5079644999999999,0.5401815,0.5710655,0.6168005000000001,0.64333191
7.7347,0.45658044,0.03631996735621697,25,0.38450828,0.3874034,0.441978,0.466319,0.484307,0.49947859999999994,0.5079748,0.49240458928571434,0.031692253990825314,112,0.42648563,0.4395628,0.47391825,0.4930795,0.511784,0.53897955,0.55699636,0.5343011380597017,0.04488004690349064,268,0.44932464,0.45759675,0.50261475,0.532661,0.56571025,0.60971245,0.63882069
8.7347,0.4413583200000001,0.038557591526312954,25,0.355871,0.3619018,0.426839,0.45081,0.469378,0.4844732,0.48848852000000004,0.47994557142857114,0.031241595012607606,112,0.41108796,0.42748415,0.46122925000000004,0.47714449999999997,0.5025737499999999,0.52861485,0.54380234,0.522677093283582,0.044278064174613496,268,0.43380173,0.4472965,0.49049224999999996,0.521285,0.5529045,0.59278615,0.6310166899999998
9.7347,0.4201388,0.041259901887304586,25,0.3244476,0.3306982,0.394403,0.431675,0.447682,0.46042,0.47509628,0.4622407410714286,0.03008314342604196,112,0.39346735,0.41310065,0.44378625,0.45911599999999997,0.48545275,0.5103639999999999,0.52644619,0.5068331940298504,0.04365728727419956,268,0.41461174,0.43122735,0.477243,0.5061720000000001,0.5366485,0.57568265,0.6180946399999999
10.7347,0.39440416000000006,0.04378720213018867,25,0.29286148,0.2969744,0.37734,0.40961,0.422809,0.432318,0.45529003999999995,0.44029283035714295,0.02841184925086442,112,0.37543581,0.39573625,0.421948,0.4371295,0.45972999999999997,0.48567715,0.50560305,0.48762124253731365,0.04289849690788637,268,0.39574434,0.41606485,0.45909849999999996,0.48651,0.5154012499999999,0.5569623,0.5925851099999997
11.7347,0.36632792000000003,0.045831802081924146,25,0.26256844,0.26482900000000004,0.355057,0.381725,0.395788,0.4061152,0.4308099999999999,0.4158317857142854,0.026765291546278207,112,0.35856643,0.37358759999999996,0.39792574999999997,0.41420599999999996,0.43534975000000004,0.45616019999999996,0.48176098,0.46621042910447724,0.04215191055278084,268,0.37728813,0.39627684999999996,0.43893175,0.4652415,0.49194150000000003,0.53802005,0.5701274299999999
12.7347,0.33910072,0.04734253145298281,25,0.23461012,0.23910440000000002,0.335859,0.353946,0.369019,0.384663,0.40458044,0.39163081249999976,0.0257685589446062,112,0.34250600000000003,0.3517936,0.37451650000000003,0.3898455,0.410257,0.4290929,0.45821411,0.4450509253731343,0.041671253802562216,268,0.36134929,0.3780271,0.41854875,0.4423,0.4701225,0.51865365,0.55203348
13.7347,0.3147026,0.047932382339604195,25,0.21089696,0.215304,0.306916,0.332412,0.341885,0.3667408,0.37664291999999994,0.36907682142857157,0.025432080974756348,112,0.32028026,0.33112955,0.35236,0.36986399999999997,0.38546975,0.41008725,0.43600781,0.42515107835820926,0.041417461775562325,268,0.34124558,0.36356135,0.39707625,0.4221245,0.45032175,0.50181725,0.5384735199999999
14.7347,0.29427755999999994,0.04729636229500109,25,0.19320556,0.1972486,0.282541,0.307751,0.326423,0.3503288,0.35185008,0.3492619464285714,0.025495621084130757,112,0.30292209999999997,0.30981155,0.3333785,0.347789,0.36391825,0.38949055,0.41691558,0.4071405485074626,0.04141870866645759,268,0.32575204,0.3461063,0.37831000000000004,0.4021925,0.43176875,0.4877796,0.5194263499999998
15.7347,0.27810412,0.046178759744352885,25,0.18008756,0.1831574,0.266797,0.289087,0.309524,0.3346587999999999,0.33922172,0.33266056250000003,0.025747638941796967,112,0.27556601,0.29456659999999996,0.31555525,0.331195,0.3473265,0.3730294999999999,0.40901482,0.3912562238805971,0.041867551412913866,268,0.31060578,0.3297396,0.36335449999999997,0.386081,0.41634175,0.46695289999999995,0.5109610499999999
16.7347,0.26547144,0.04551873447098458,25,0.16867212,0.1701986,0.259341,0.276508,0.296762,0.32228159999999995,0.32676344,0.3186879464285713,0.026408622359639308,112,0.25416879000000003,0.28358554999999996,0.30166974999999996,0.317473,0.334001,0.36369879999999993,0.39157872,0.377138645522388,0.04268408949231239,268,0.29009125,0.315708,0.3499195,0.3724595,0.40028025,0.45110714999999996,0.4994099499999999
17.7347,0.2567968,0.045691345222591113,25,0.15968024,0.1631108,0.245488,0.269331,0.28782,0.3104376,0.31608616,0.30788098214285714,0.027969687499657676,112,0.23999998000000003,0.27343135,0.289486,0.305341,0.32037325,0.3597641,0.37127764999999996,0.36570970895522376,0.04386074161643234,268,0.27332055,0.29986205,0.33562175,0.36067550000000004,0.38995175,0.4433929,0.48933953999999996
18.7347,0.25320216,0.046687620013839505,25,0.15795800000000002,0.1588062,0.230793,0.263815,0.292797,0.3108378,0.31302135999999997,0.3019953749999999,0.030350583639882963,112,0.23372877,0.26050075,0.2822835,0.3005335,0.31720675,0.35982459999999994,0.37350226999999997,0.35923622761194046,0.045622957525843576,268,0.27035548,0.29362905,0.32902175,0.3544305,0.386555,0.43732295,0.48243530999999995
19.7347,0.2537320799999999,0.048784908902002336,25,0.1560704,0.1594508,0.23623,0.259524,0.293599,0.3099762,0.31803228,0.3004720803571429,0.03299178909128656,112,0.23343463,0.25408415,0.28030325,0.296767,0.318146,0.36363615,0.38633064,0.35746026119402974,0.04786928977180845,268,0.26215281,0.28743735,0.324005,0.354746,0.38784675,0.44303785,0.47972058999999984
20.7347,0.25791052000000003,0.05177973204684757,25,0.15428476,0.1593116,0.236715,0.259717,0.30116,0.3172914,0.32696991999999997,0.3030979017857143,0.03515441009689307,112,0.23807949,0.25439915,0.27920825000000005,0.299931,0.3251715,0.36952595,0.38837992,0.36050811567164187,0.04993845324376625,268,0.25844343999999997,0.2858123,0.32570825,0.357052,0.39172125,0.4474023,0.4858780099999999
21.7347,0.26523887999999995,0.05458548529700913,25,0.1538918,0.16116840000000002,0.237966,0.263487,0.317128,0.33185519999999996,0.33965663999999995,0.30963324107142853,0.03592599124658176,112,0.24656157,0.2581643,0.28439875,0.3061075,0.33200525,0.3750653,0.39851049,0.3681574440298508,0.05115775238164959,268,0.26220197,0.29132265,0.33127799999999996,0.3686035,0.40081175,0.4615297499999999,0.4975062799999999
22.7347,0.27491232,0.05617546891268465,25,0.15557936,0.16529200000000002,0.24644,0.273572,0.32405,0.343955,0.35333563999999995,0.3197212321428572,0.03515614365541817,112,0.25825404999999996,0.26502205,0.29399575,0.31403349999999997,0.34041275000000004,0.38530919999999996,0.40541467000000003,0.37968946641791046,0.05160501067100629,268,0.28124103,0.29876389999999997,0.339426,0.3780435,0.41119500000000003,0.4701262,0.49370955
